NU_ANO_CENSO,CO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,CO_CURSO_POLO,TP_TURNO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,CO_OCDE_AREA_GERAL,CO_OCDE_AREA_ESPECIFICA,CO_OCDE_AREA_DETALHADA,CO_OCDE,CO_ALUNO,CO_ALUNO_CURSO,CO_ALUNO_CURSO_ORIGEM,TP_COR_RACA,TP_SEXO,NU_ANO_NASCIMENTO,NU_MES_NASCIMENTO,NU_DIA_NASCIMENTO,NU_IDADE,TP_NACIONALIDADE,CO_PAIS_ORIGEM,CO_UF_NASCIMENTO,CO_MUNICIPIO_NASCIMENTO,TP_DEFICIENCIA,IN_DEFICIENCIA_AUDITIVA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_INTELECTUAL,IN_DEFICIENCIA_MULTIPLA,IN_DEFICIENCIA_SURDEZ,IN_DEFICIENCIA_SURDOCEGUEIRA,IN_DEFICIENCIA_BAIXA_VISAO,IN_DEFICIENCIA_CEGUEIRA,IN_DEFICIENCIA_SUPERDOTACAO,IN_TGD_AUTISMO_INFANTIL,IN_TGD_SINDROME_ASPERGER,IN_TGD_SINDROME_RETT,IN_TGD_TRANSTOR_DESINTEGRATIVO,TP_SITUACAO,QT_CARGA_HORARIA_TOTAL,QT_CARGA_HORARIA_INTEG,DT_INGRESSO_CURSO,IN_INGRESSO_VESTIBULAR,IN_INGRESSO_ENEM,IN_INGRESSO_AVALIACAO_SERIADA,IN_INGRESSO_SELECAO_SIMPLIFICA,IN_INGRESSO_OUTRO_TIPO_SELECAO,IN_INGRESSO_VAGA_REMANESC,IN_INGRESSO_VAGA_PROG_ESPECIAL,IN_INGRESSO_TRANSF_EXOFFICIO,IN_INGRESSO_DECISAO_JUDICIAL,IN_INGRESSO_CONVENIO_PECG,IN_INGRESSO_EGRESSO,IN_INGRESSO_OUTRA_FORMA,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_FINANCIAMENTO_ESTUDANTIL,IN_FIN_REEMB_FIES,IN_FIN_REEMB_ESTADUAL,IN_FIN_REEMB_MUNICIPAL,IN_FIN_REEMB_PROG_IES,IN_FIN_REEMB_ENT_EXTERNA,IN_FIN_REEMB_OUTRA,IN_FIN_NAOREEMB_PROUNI_INTEGR,IN_FIN_NAOREEMB_PROUNI_PARCIAL,IN_FIN_NAOREEMB_ESTADUAL,IN_FIN_NAOREEMB_MUNICIPAL,IN_FIN_NAOREEMB_PROG_IES,IN_FIN_NAOREEMB_ENT_EXTERNA,IN_FIN_NAOREEMB_OUTRA,IN_APOIO_SOCIAL,IN_APOIO_ALIMENTACAO,IN_APOIO_BOLSA_PERMANENCIA,IN_APOIO_BOLSA_TRABALHO,IN_APOIO_MATERIAL_DIDATICO,IN_APOIO_MORADIA,IN_APOIO_TRANSPORTE,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPLEMENTAR_ESTAGIO,IN_COMPLEMENTAR_EXTENSAO,IN_COMPLEMENTAR_MONITORIA,IN_COMPLEMENTAR_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,TP_ESCOLA_CONCLUSAO_ENS_MEDIO,IN_ALUNO_PARFOR,TP_SEMESTRE_CONCLUSAO,TP_SEMESTRE_REFERENCIA,IN_MOBILIDADE_ACADEMICA,TP_MOBILIDADE_ACADEMICA,TP_MOBILIDADE_ACADEMICA_INTERN,CO_IES_DESTINO,CO_PAIS_DESTINO,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,IN_INGRESSO_VAGA_NOVA,IN_INGRESSO_PROCESSO_SELETIVO,NU_ANO_INGRESSO
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501664,48747569,,2,2,1983,4,28,34,1,76,,,9,,,,,,,,,,,,,,2,3700,780,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008501705,48734877,,1,2,1963,6,21,54,1,76,,,9,,,,,,,,,,,,,,4,3700,660,01/01/2011,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2011
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501711,48735096,,1,2,1985,10,24,32,1,76,,,9,,,,,,,,,,,,,,2,3700,1320,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008502144,48755127,,1,2,1987,9,28,30,1,76,,,9,,,,,,,,,,,,,,6,3700,4479,01/01/2010,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,1,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008502480,48771171,,3,2,1982,10,15,35,1,76,,,9,,,,,,,,,,,,,,4,3700,0,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008502897,48755476,,3,2,1987,9,25,30,1,76,,,9,,,,,,,,,,,,,,3,3700,1800,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008503388,48747878,,1,1,1985,7,13,32,1,76,,,9,,,,,,,,,,,,,,2,3700,1800,01/01/2014,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008504024,48755479,,3,1,1986,3,18,31,1,76,,,9,,,,,,,,,,,,,,4,3700,1800,01/01/2010,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008504349,48785669,,1,2,1979,2,10,38,1,76,,,9,,,,,,,,,,,,,,2,3600,2340,01/01/2007,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,0,0,0,,2007
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008504732,48747880,,1,2,1976,4,28,41,1,76,,,9,,,,,,,,,,,,,,3,3700,0,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008504894,48786640,,1,1,1986,4,26,31,1,76,,,9,,,,,,,,,,,,,,2,3700,1020,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,1,0,0,,0,,,2,,,2,0,,,,,1,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008504919,48720895,,2,1,1985,5,14,32,1,76,,,9,,,,,,,,,,,,,,2,3700,3958,01/01/2012,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008505249,48752415,,1,2,1988,3,21,29,1,76,,,9,,,,,,,,,,,,,,3,3700,660,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008505424,48778991,,3,2,1986,4,21,31,1,76,,,9,,,,,,,,,,,,,,3,3700,1200,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2013
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008505441,48778993,,3,1,1989,10,16,28,1,76,,,9,,,,,,,,,,,,,,6,3700,3818,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,1,0,0,,2013
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008506133,48785189,,1,2,1984,1,13,33,1,76,,,9,,,,,,,,,,,,,,3,3700,2610,01/01/2010,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,,,,,,0,0,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008506517,48779425,,1,2,1988,1,26,29,1,76,,,9,,,,,,,,,,,,,,6,3700,4479,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,1,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008506794,48754763,,1,1,1988,10,24,29,1,76,,,9,,,,,,,,,,,,,,6,3700,4235,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,1,,,,0,1,,,2,0,,,,,1,1,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008507016,48754766,,0,2,1987,3,9,30,1,76,,,9,,,,,,,,,,,,,,6,3700,3754,01/01/2008,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,1,0,0,,2008
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008507102,48720454,,1,2,1981,11,26,36,1,76,,,9,,,,,,,,,,,,,,2,3700,660,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008507262,48761902,,3,1,1981,4,10,36,1,76,,,9,,,,,,,,,,,,,,2,3700,2730,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,1,0,1,0,0,,0,,,1,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008507349,48770694,,2,2,1989,9,29,28,1,76,,,9,,,,,,,,,,,,,,2,3700,1140,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008507432,48746735,,3,2,1985,3,25,32,1,76,,,9,,,,,,,,,,,,,,2,3700,1320,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008508090,48780749,,3,2,1984,4,29,33,1,76,,,9,,,,,,,,,,,,,,2,3600,3903,01/01/2004,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2004
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008508461,48753223,,3,1,1984,5,22,33,1,76,,,9,,,,,,,,,,,,,,2,3700,2940,01/01/2008,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2008
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008508794,48734324,,1,1,1979,11,23,38,1,76,,,9,,,,,,,,,,,,,,2,3700,3360,01/01/2007,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,0,0,0,,2007
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008509423,48754020,,3,2,1982,11,3,35,1,76,,,9,,,,,,,,,,,,,,3,3700,4047,01/01/2010,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,,,,,,0,0,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008509522,48754768,,2,1,1988,6,25,29,1,76,,,9,,,,,,,,,,,,,,3,3700,900,01/01/2011,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2011
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008512204,48755139,,1,2,1985,9,27,32,1,76,,,9,,,,,,,,,,,,,,3,3700,3210,01/01/2012,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008512686,48786055,,3,2,1987,6,26,30,1,76,,,9,,,,,,,,,,,,,,6,3700,3755,01/01/2008,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,1,0,0,,2008
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008513591,48780370,,3,1,1990,10,26,27,1,76,,,9,,,,,,,,,,,,,,2,3700,240,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008513907,48720463,,2,2,1986,8,24,31,1,76,,,9,,,,,,,,,,,,,,2,3600,780,01/01/2008,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,0,0,0,,2008
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008514148,48748584,,3,2,1977,1,17,40,1,76,,,9,,,,,,,,,,,,,,2,3700,2520,01/01/2015,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008514652,48785202,,3,2,1985,12,22,32,1,76,,,9,,,,,,,,,,,,,,4,3600,1500,01/01/2008,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2008
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008514952,48785207,,1,2,1990,3,16,27,1,76,,,9,,,,,,,,,,,,,,2,3700,2850,01/01/2008,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2008
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008515876,48748098,,1,1,1992,4,28,25,1,76,,,9,,,,,,,,,,,,,,2,3700,2670,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,1,0,1,0,0,,0,,,1,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516008,48761910,,5,1,1986,11,4,31,1,76,,,9,,,,,,,,,,,,,,2,3700,3060,01/01/2009,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,1,,,,1,1,,,2,0,,,,,1,0,0,0,,2009
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516048,48720904,,3,2,1986,12,2,31,1,76,,,9,,,,,,,,,,,,,,3,3600,3060,01/01/2009,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2009
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516063,48785209,,3,2,1989,8,3,28,1,76,,,9,,,,,,,,,,,,,,2,3600,2700,01/01/2009,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2009
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516075,48753569,,3,2,1989,12,27,28,1,76,,,9,,,,,,,,,,,,,,2,3600,2820,01/01/2009,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,0,0,0,,2009
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516123,48771271,,3,2,1986,9,11,31,1,76,,,9,,,,,,,,,,,,,,2,3700,2850,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008516131,48780103,,3,2,1989,9,20,28,1,76,,,9,,,,,,,,,,,,,,2,3700,3300,01/01/2012,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2012
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008516361,48770400,,3,2,1989,6,24,28,1,76,,,9,,,,,,,,,,,,,,2,3700,660,01/01/2017,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,1,0,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516527,48734337,,3,1,1992,1,24,25,1,76,,,9,,,,,,,,,,,,,,2,3700,720,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516709,48762673,,3,2,1992,8,27,25,1,76,,,9,,,,,,,,,,,,,,2,3700,660,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008516724,48747240,,3,2,1990,12,17,27,1,76,,,9,,,,,,,,,,,,,,3,3700,660,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400009270010,48762678,,3,1,1981,1,27,36,1,76,,,9,,,,,,,,,,,,,,2,3700,3240,01/01/2014,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400009546930,48748108,,1,1,1988,9,4,29,1,76,,,9,,,,,,,,,,,,,,2,3700,1320,01/01/2017,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,0,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400009556236,48770698,,3,2,1992,11,17,25,1,76,,,9,,,,,,,,,,,,,,2,3700,1920,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400009591229,48763018,,2,2,1991,11,15,26,1,76,,,9,,,,,,,,,,,,,,3,3700,3705,01/01/2014,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400009614757,48780380,,3,1,1966,3,15,51,1,76,,,9,,,,,,,,,,,,,,2,3700,1980,01/01/2012,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400009701612,48752446,,3,2,1991,7,27,26,1,76,,,9,,,,,,,,,,,,,,2,3700,120,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400010119686,48785230,,3,1,1993,4,27,24,1,76,,,9,,,,,,,,,,,,,,3,3700,120,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400010341993,48735227,,2,1,1978,9,5,39,1,76,,,9,,,,,,,,,,,,,,4,3700,960,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400010343018,48786073,,1,2,1983,12,28,34,1,76,,,9,,,,,,,,,,,,,,2,3700,420,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400010422414,48734355,,1,2,1991,11,29,26,1,76,,,9,,,,,,,,,,,,,,2,3700,540,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400010454346,48763637,,0,2,1991,4,26,26,1,76,,,9,,,,,,,,,,,,,,2,3700,3680,01/01/2010,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2010
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400010675882,48785239,,3,2,1992,9,28,25,1,76,,,9,,,,,,,,,,,,,,4,3700,0,01/01/2014,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400010677911,48734902,,1,2,1993,4,9,24,1,76,,,9,,,,,,,,,,,,,,4,3700,0,01/01/2014,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400010677947,48755161,,2,2,1990,10,29,27,1,76,,,9,,,,,,,,,,,,,,6,3700,3792,01/01/2012,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,1,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400011162953,48755786,,3,2,1979,8,5,38,1,76,,,9,,,,,,,,,,,,,,3,3700,660,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400011162982,48770019,,2,2,1982,1,6,35,1,76,,,9,,,,,,,,,,,,,,2,3700,600,01/01/2017,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,1,0,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400011163556,48787034,,3,2,1977,7,30,40,1,76,,,9,,,,,,,,,,,,,,3,3700,3929,01/01/2010,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,,,,,,0,0,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400011163569,48755506,,3,1,1978,12,22,39,1,76,,,9,,,,,,,,,,,,,,2,3700,720,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400011164895,48754375,,1,2,1977,7,16,40,1,76,,,9,,,,,,,,,,,,,,2,3700,3420,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2013
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400011166193,48755507,,2,2,1991,12,6,26,1,76,,,9,,,,,,,,,,,,,,3,3700,1200,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400011166495,48770022,,4,2,1993,5,22,24,1,76,,,9,,,,,,,,,,,,,,3,3700,240,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2015
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400011166499,48747275,,4,2,1991,11,4,26,1,76,,,9,,,,,,,,,,,,,,2,3700,3270,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2015
